ProcessID,ArrivalTime,BurstTime,Priority,GroupID
P22_23,31,10,4,22
P22_24,30,10,5,22
P22_25,33,18,2,22
P22_26,25,14,1,22
P22_27,24,14,2,22
P22_28,20,2,2,22
P22_29,6,17,2,22
P22_30,34,1,2,22
P22_31,38,19,5,22
P22_32,4,6,2,22
P22_33,30,10,2,22
P22_34,2,6,5,22
P22_35,3,20,3,22
P22_36,36,18,1,22
P22_37,32,16,3,22
P22_38,4,2,5,22
P22_39,23,7,2,22
P22_40,33,12,5,22
P22_41,22,4,4,22
P22_42,42,16,4,22
P22_43,46,1,3,22
P22_44,27,2,4,22
P22_45,14,9,4,22
P22_46,31,6,2,22
P22_47,35,20,3,22
P22_48,5,1,2,22
P22_49,27,16,1,22
P22_50,9,17,5,22
P23_1,48,11,5,23
P23_2,8,13,5,23
P23_3,2,1,5,23
P23_4,27,3,3,23
P23_5,16,4,5,23
P23_6,45,15,2,23
P23_7,27,15,3,23
P23_8,17,11,3,23
P23_9,0,7,1,23
P23_10,14,1,1,23
P23_11,3,17,5,23
P23_12,20,18,4,23
P23_13,5,2,2,23
P23_14,42,17,4,23
P23_15,27,4,5,23
P23_16,31,3,4,23
P23_17,44,20,5,23
P23_18,9,7,2,23
P23_19,9,14,3,23
P23_20,4,9,2,23
P23_21,50,6,4,23
P23_22,16,19,4,23
P23_23,17,20,2,23
P23_24,1,14,2,23
P23_25,49,8,2,23
P23_26,2,16,4,23
P23_27,22,10,3,23
P23_28,17,3,1,23
P23_29,45,5,1,23
P23_30,40,13,2,23
P23_31,18,10,3,23
P23_32,47,3,2,23
P23_33,2,18,3,23
P23_34,42,11,3,23
P23_35,42,1,5,23
P23_36,38,4,4,23
P23_37,36,10,1,23
P23_38,16,5,2,23
P23_39,43,8,4,23
P23_40,9,6,2,23
P23_41,20,6,5,23
P23_42,38,1,3,23
P23_43,40,4,2,23
P23_44,0,18,5,23
P23_45,38,1,5,23
P23_46,13,15,2,23
P23_47,40,3,2,23
P23_48,14,20,5,23
P23_49,20,18,5,23
P23_50,27,17,1,23
P24_1,28,19,4,24
P24_2,33,14,1,24
P24_3,27,14,2,24
P24_4,24,4,5,24
P24_5,43,4,4,24
P24_6,0,2,2,24
P24_7,24,8,5,24
P24_8,29,1,1,24
P24_9,15,4,4,24
P24_10,46,20,4,24
P24_11,12,14,3,24
P24_12,35,7,4,24
P24_13,39,8,1,24
P24_14,36,9,1,24
P24_15,17,1,3,24
P24_16,4,4,5,24
P24_17,20,16,3,24
P24_18,43,15,3,24
P24_19,8,19,1,24
P24_20,16,16,5,24
P24_21,5,17,3,24
P24_22,13,9,5,24
P24_23,27,2,3,24
P24_24,3,12,1,24
P24_25,7,16,2,24
P24_26,1,18,4,24
P24_27,29,15,5,24
P24_28,5,17,5,24
P24_29,42,11,5,24
P24_30,36,16,3,24
P24_31,36,1,5,24
P24_32,50,15,4,24
P24_33,26,15,4,24
P24_34,16,20,5,24
P24_35,34,9,2,24
P24_36,28,15,3,24
P24_37,23,4,4,24
P24_38,23,7,4,24
P24_39,35,5,5,24
P24_40,28,7,4,24
P24_41,49,4,2,24
P24_42,16,4,5,24
P24_43,8,16,2,24
P24_44,20,16,4,24
P24_45,9,17,3,24
P24_46,33,1,1,24
P24_47,42,18,4,24
P24_48,47,1,2,24
P24_49,41,17,1,24
P24_50,15,4,1,24
P25_1,2,17,5,25
P25_2,28,19,4,25
P25_3,22,13,1,25
P25_4,12,15,2,25
P25_5,33,19,1,25
P25_6,6,10,5,25
P25_7,21,14,5,25
P25_8,1,19,1,25
P25_9,13,10,5,25
P25_10,19,15,3,25
P25_11,50,17,5,25
P25_12,9,3,1,25
P25_13,35,4,2,25
P25_14,49,1,5,25
P25_15,36,17,2,25
P25_16,20,18,2,25
P25_17,32,14,5,25
P25_18,34,15,4,25
P25_19,27,14,3,25
P25_20,25,19,2,25
P25_21,6,10,5,25
P25_22,14,7,1,25
P25_23,22,1,2,25
P25_24,13,1,1,25
P25_25,19,16,3,25
P25_26,36,3,2,25
P25_27,10,8,4,25
P25_28,13,18,1,25
P25_29,27,16,1,25
P25_30,34,18,4,25
P25_31,19,3,2,25
P25_32,32,12,3,25
P25_33,44,5,4,25
P25_34,10,3,3,25
P25_35,33,10,1,25
P25_36,24,7,5,25
P25_37,14,19,4,25
P25_38,31,7,4,25
P25_39,12,8,5,25
P25_40,30,9,5,25
P25_41,25,4,2,25
P25_42,45,16,5,25
P25_43,7,5,1,25
P25_44,14,2,2,25
P25_45,23,11,5,25
P25_46,12,18,1,25
P25_47,27,14,1,25
P25_48,40,6,1,25
P25_49,29,2,1,25
P25_50,46,11,2,25
P26_1,0,15,5,26
P26_2,43,15,2,26
P26_3,17,1,5,26
P26_4,14,7,4,26
P26_5,44,4,5,26
P26_6,4,13,1,26
P26_7,39,4,3,26
P26_8,49,5,1,26
P26_9,41,2,1,26
P26_10,44,11,1,26
P26_11,14,2,2,26
P26_12,21,10,4,26
P26_13,43,13,1,26
P26_14,10,8,4,26
P26_15,11,11,2,26
P26_16,0,16,1,26
P26_17,46,6,1,26
P26_18,20,16,1,26
P26_19,45,10,2,26
P26_20,24,12,5,26
P26_21,18,14,5,26
P26_22,28,14,5,26
P26_23,40,17,1,26
P26_24,50,8,1,26
P26_25,7,16,3,26
P26_26,11,5,5,26
P26_27,29,6,3,26
P26_28,33,11,4,26
P26_29,35,5,5,26
P26_30,47,14,2,26
P26_31,21,5,3,26
P26_32,26,8,1,26
P26_33,17,10,4,26
P26_34,32,19,1,26
P26_35,48,10,1,26
P26_36,49,16,3,26
P26_37,42,9,1,26
P26_38,43,13,1,26
P26_39,27,13,1,26
P26_40,44,20,3,26
P26_41,43,14,4,26
P26_42,30,13,1,26
P26_43,27,11,3,26
P26_44,8,7,2,26
P26_45,31,18,5,26
P26_46,8,17,3,26
P26_47,6,12,3,26
P26_48,38,19,3,26
P26_49,11,17,2,26
P26_50,48,13,5,26
P27_1,4,18,2,27
P27_2,50,5,3,27
P27_3,8,17,1,27
P27_4,2,1,5,27
P27_5,15,14,5,27
P27_6,39,18,2,27
P27_7,42,3,4,27
P27_8,36,3,3,27
P27_9,24,2,3,27
P27_10,32,10,2,27
P27_11,31,13,2,27
P27_12,6,5,3,27
P27_13,11,7,1,27
P27_14,43,4,5,27
P27_15,40,13,2,27
P27_16,24,19,5,27
P27_17,36,17,2,27
P27_18,23,14,5,27
P27_19,25,20,5,27
P27_20,24,4,5,27
P27_21,47,7,1,27
P27_22,0,13,3,27
P27_23,9,14,2,27
P27_24,3,14,5,27
P27_25,39,12,2,27
P27_26,50,5,3,27
P27_27,27,16,3,27
P27_28,50,7,5,27
P27_29,19,5,3,27
P27_30,21,5,4,27
P27_31,46,18,5,27
P27_32,49,14,4,27
P27_33,39,1,2,27
P27_34,47,5,1,27
P27_35,30,10,3,27
P27_36,38,9,4,27
P27_37,47,1,4,27
P27_38,48,13,1,27
P27_39,31,3,5,27
P27_40,14,5,5,27
P27_41,6,14,4,27
P27_42,1,3,1,27
P27_43,14,15,5,27
P27_44,13,7,5,27
P27_45,34,15,3,27
P27_46,35,7,5,27
P27_47,47,3,5,27
P27_48,14,3,2,27
P27_49,34,17,3,27
P27_50,24,4,3,27
P28_1,42,1,4,28
P28_2,9,3,2,28
P28_3,5,17,5,28
P28_4,5,5,3,28
P28_5,47,12,4,28
P28_6,13,18,4,28
P28_7,7,16,1,28
P28_8,3,18,2,28
P28_9,40,13,1,28
P28_10,0,12,2,28
P28_11,9,9,5,28
P28_12,23,3,4,28
P28_13,46,17,4,28
P28_14,34,19,4,28
P28_15,6,13,1,28
P28_16,50,7,4,28
P28_17,29,3,1,28
P28_18,46,7,1,28
P28_19,20,10,1,28
P28_20,19,16,1,28
P28_21,4,11,3,28
P28_22,37,7,3,28
P28_23,16,11,3,28
P28_24,30,6,4,28
P28_25,43,2,4,28
P28_26,35,14,1,28
P28_27,30,5,3,28
P28_28,48,18,4,28
P28_29,12,18,5,28
P28_30,38,17,3,28
P28_31,46,5,3,28
P28_32,41,8,3,28
P28_33,3,16,5,28
P28_34,32,4,2,28
P28_35,32,19,5,28
P28_36,19,17,4,28
P28_37,42,19,5,28
P28_38,40,3,2,28
P28_39,7,18,1,28
P28_40,49,4,4,28
P28_41,47,7,2,28
P28_42,36,5,3,28
P28_43,0,16,1,28
P28_44,2,3,1,28
P28_45,24,18,3,28
P28_46,50,19,2,28
P28_47,38,1,2,28
P28_48,32,10,4,28
P28_49,21,6,1,28
P28_50,36,7,2,28
P29_1,49,18,3,29
P29_2,28,14,1,29
P29_3,24,18,5,29
P29_4,30,10,1,29
P29_5,18,6,3,29
P29_6,14,2,2,29
P29_7,22,15,3,29
P29_8,19,16,1,29
P29_9,49,4,2,29
P29_10,3,12,2,29
P29_11,48,1,5,29
P29_12,32,11,4,29
P29_13,4,15,3,29
P29_14,3,6,4,29
P29_15,12,9,3,29
P29_16,30,8,2,29
P29_17,44,19,5,29
P29_18,40,15,4,29
P29_19,35,16,4,29
P29_20,38,14,3,29
P29_21,0,2,1,29
P29_22,16,19,3,29
P29_23,5,15,2,29
P29_24,5,20,3,29
P29_25,32,20,1,29
P29_26,46,20,1,29
P29_27,4,17,5,29
P29_28,15,18,4,29
P29_29,44,9,5,29
P29_30,8,5,2,29
P29_31,20,15,1,29
P29_32,35,15,1,29
P29_33,4,9,5,29
P29_34,43,11,2,29
P29_35,19,7,3,29
P29_36,16,16,1,29
P29_37,7,16,5,29
P29_38,35,20,2,29
P29_39,8,13,5,29
P29_40,15,15,1,29
P29_41,34,1,3,29
P29_42,8,4,5,29
P29_43,27,11,2,29
P29_44,5,16,1,29
P29_45,38,9,5,29
P29_46,17,8,4,29
P29_47,24,16,2,29
P29_48,15,12,1,29
P29_49,32,2,1,29
P29_50,35,4,5,29
P30_1,25,17,4,30
P30_2,16,19,5,30
P30_3,8,4,2,30
P30_4,15,3,4,30
P30_5,10,9,5,30
P30_6,22,15,3,30
P30_7,11,6,3,30
P30_8,39,2,2,30
P30_9,1,5,3,30
P30_10,15,15,5,30
P30_11,46,8,4,30
P30_12,16,2,5,30
P30_13,21,13,2,30
P30_14,7,9,1,30
P30_15,18,15,1,30
P30_16,33,14,3,30
P30_17,28,17,2,30
P30_18,11,11,3,30
P30_19,14,13,1,30
P30_20,23,14,4,30
P30_21,28,3,5,30
P30_22,23,1,1,30
P30_23,42,3,1,30
P30_24,3,2,3,30
P30_25,39,12,3,30
P30_26,28,15,1,30
P30_27,24,10,5,30
P30_28,15,10,1,30
P30_29,45,8,1,30
P30_30,27,11,3,30
P30_31,8,4,3,30
P30_32,48,11,4,30
P30_33,33,18,4,30
P30_34,19,10,1,30
P30_35,22,14,2,30
P30_36,24,4,1,30
P30_37,25,8,4,30
P30_38,23,10,2,30
P30_39,34,3,4,30
P30_40,44,4,2,30
P30_41,38,9,5,30
P30_42,29,4,3,30
P30_43,27,15,3,30
P30_44,0,14,2,30
P30_45,37,14,2,30
P30_46,38,11,4,30
P30_47,33,3,3,30
P30_48,19,10,1,30
P30_49,13,2,2,30
P30_50,45,6,1,30
P31_1,30,20,4,31
P31_2,0,19,2,31
P31_3,3,8,4,31
P31_4,32,9,4,31
P31_5,48,9,1,31
P31_6,23,8,4,31
P31_7,48,6,5,31
P31_8,8,11,5,31
P31_9,10,3,1,31
P31_10,42,4,1,31
P31_11,15,8,4,31
P31_12,44,17,3,31
P31_13,40,16,3,31
P31_14,28,17,3,31
P31_15,16,18,2,31
P31_16,12,5,1,31
P31_17,23,5,1,31
P31_18,50,1,2,31
P31_19,37,1,1,31
P31_20,15,16,3,31
P31_21,17,18,2,31
P31_22,49,20,4,31
P31_23,22,20,4,31
P31_24,7,16,1,31
P31_25,2,3,5,31
P31_26,6,11,5,31
P31_27,35,15,5,31
P31_28,3,15,1,31
P31_29,8,3,5,31
P31_30,40,15,2,31
P31_31,13,18,1,31
P31_32,47,13,2,31
P31_33,27,2,3,31
P31_34,10,13,1,31
P31_35,49,14,4,31
P31_36,16,9,4,31
P31_37,46,4,5,31
P31_38,40,17,3,31
P31_39,32,15,1,31
P31_40,39,19,2,31
P31_41,40,15,2,31
P31_42,43,2,5,31
P31_43,28,17,5,31
P31_44,18,7,2,31
P31_45,28,14,5,31
P31_46,13,20,4,31
P31_47,41,11,1,31
P31_48,34,2,4,31
P31_49,27,15,1,31
P31_50,42,2,3,31
P32_1,42,12,1,32
P32_2,28,17,4,32
P32_3,28,11,2,32
P32_4,49,1,2,32
P32_5,40,1,4,32
P32_6,23,4,3,32
P32_7,5,3,5,32
P32_8,48,16,2,32
P32_9,24,17,5,32
P32_10,40,4,4,32
P32_11,41,20,4,32
P32_12,13,15,4,32
P32_13,41,6,1,32
P32_14,49,4,1,32
P32_15,2,2,3,32
P32_16,32,9,4,32
P32_17,46,15,5,32
P32_18,29,6,1,32
P32_19,38,18,5,32
P32_20,44,17,2,32
P32_21,39,1,3,32
P32_22,36,19,1,32
P32_23,26,9,2,32
P32_24,50,16,5,32
P32_25,0,14,5,32
P32_26,48,7,4,32
P32_27,9,4,4,32
P32_28,16,11,1,32
P32_29,20,7,3,32
P32_30,6,2,1,32
P32_31,19,4,4,32
P32_32,45,2,4,32
P32_33,5,9,1,32
P32_34,44,7,5,32
P32_35,20,4,3,32
P32_36,9,14,4,32
P32_37,47,20,1,32
P32_38,13,17,3,32
P32_39,3,1,2,32
P32_40,46,20,4,32
P32_41,40,5,5,32
P32_42,29,7,4,32
P32_43,8,13,3,32
P32_44,31,6,2,32
P32_45,40,8,3,32
P32_46,31,2,1,32
P32_47,43,3,2,32
P32_48,27,5,4,32
P32_49,11,3,3,32
P32_50,18,1,2,32
P33_1,10,12,2,33
P33_2,31,3,2,33
P33_3,16,14,3,33
P33_4,17,6,1,33
P33_5,44,12,4,33
P33_6,30,5,4,33
P33_7,8,15,3,33
P33_8,8,11,4,33
P33_9,10,17,3,33
P33_10,16,3,2,33
P33_11,23,8,4,33
P33_12,37,15,5,33
P33_13,12,17,1,33
P33_14,27,9,2,33
P33_15,31,3,5,33
P33_16,8,12,2,33
P33_17,16,15,2,33
P33_18,27,14,5,33
P33_19,0,1,1,33
P33_20,42,9,2,33
P33_21,39,18,4,33
P33_22,1,16,2,33
P33_23,33,9,2,33
P33_24,17,9,3,33
P33_25,11,7,5,33
P33_26,46,7,2,33
P33_27,16,7,4,33
P33_28,33,12,3,33
P33_29,8,13,2,33
P33_30,11,20,5,33
P33_31,13,3,2,33
P33_32,11,17,3,33
P33_33,50,9,2,33
P33_34,37,5,1,33
P33_35,21,11,3,33
P33_36,37,12,2,33
P33_37,2,9,4,33
P33_38,33,20,1,33
P33_39,23,14,3,33
P33_40,7,13,4,33
P33_41,20,9,2,33
P33_42,38,4,2,33
P33_43,0,17,1,33
P33_44,45,20,3,33
P33_45,25,20,2,33
P33_46,41,18,3,33
P33_47,42,15,4,33
P33_48,36,11,4,33
P33_49,34,13,1,33
P33_50,28,9,5,33
P34_1,32,1,3,34
P34_2,18,5,5,34
P34_3,3,16,2,34
P34_4,31,11,3,34
P34_5,45,18,5,34
P34_6,8,19,5,34
P34_7,28,12,1,34
P34_8,48,12,2,34
P34_9,15,18,4,34
P34_10,25,13,4,34
P34_11,18,11,5,34
P34_12,17,8,1,34
P34_13,0,13,3,34
P34_14,27,5,2,34
P34_15,28,9,2,34
P34_16,29,1,2,34
P34_17,1,8,5,34
P34_18,42,3,5,34
P34_19,3,12,4,34
P34_20,40,2,2,34
P34_21,48,14,1,34
P34_22,48,1,1,34
P34_23,2,16,1,34
P34_24,8,14,2,34
P34_25,43,2,4,34
P34_26,46,16,1,34
P34_27,4,7,4,34
P34_28,44,19,5,34
P34_29,48,4,5,34
P34_30,23,20,1,34
P34_31,14,16,5,34
P34_32,10,3,5,34
P34_33,22,5,4,34
P34_34,7,9,5,34
P34_35,12,9,3,34
P34_36,24,12,1,34
P34_37,41,2,1,34
P34_38,1,6,1,34
P34_39,37,8,3,34
P34_40,38,18,3,34
P34_41,24,4,5,34
P34_42,0,16,4,34
P34_43,26,19,1,34
P34_44,33,19,1,34
P34_45,45,2,4,34
P34_46,15,8,3,34
P34_47,32,16,1,34
P34_48,27,13,3,34
P34_49,17,1,3,34
P34_50,5,13,2,34
P35_1,42,13,5,35
P35_2,47,10,5,35
P35_3,28,13,5,35
P35_4,34,16,3,35
P35_5,22,8,3,35
P35_6,31,16,2,35
P35_7,2,5,4,35
P35_8,17,16,4,35
P35_9,30,5,4,35
P35_10,42,7,2,35
P35_11,43,4,2,35
P35_12,46,6,3,35
P35_13,16,15,1,35
P35_14,17,9,1,35
P35_15,12,15,4,35
P35_16,45,11,3,35
P35_17,9,3,4,35
P35_18,37,17,4,35
P35_19,7,19,5,35
P35_20,2,17,5,35
P35_21,39,2,2,35
P35_22,18,3,1,35
P35_23,11,1,2,35
P35_24,13,10,1,35
P35_25,44,5,3,35
P35_26,20,10,5,35
P35_27,3,9,3,35
P35_28,38,15,2,35
P35_29,1,5,4,35
P35_30,48,19,2,35
P35_31,43,20,4,35
P35_32,50,12,1,35
P35_33,4,10,5,35
P35_34,46,3,5,35
P35_35,20,20,2,35
P35_36,40,8,3,35
P35_37,8,16,1,35
P35_38,39,1,5,35
P35_39,35,6,4,35
P35_40,20,18,1,35
P35_41,50,9,4,35
P35_42,48,10,4,35
P35_43,21,7,3,35
P35_44,33,14,5,35
P35_45,17,2,2,35
P35_46,21,18,3,35
P35_47,34,16,5,35
P35_48,50,7,5,35
P35_49,45,18,5,35
P35_50,11,7,5,35
P36_1,31,13,2,36
P36_2,48,7,1,36
P36_3,45,11,5,36
P36_4,22,15,3,36
P36_5,4,10,5,36
P36_6,33,17,4,36
P36_7,50,20,2,36
P36_8,43,18,4,36
P36_9,43,20,4,36
P36_10,10,7,2,36
P36_11,46,8,2,36
P36_12,15,2,2,36
P36_13,32,11,1,36
P36_14,32,11,1,36
P36_15,41,5,2,36
P36_16,15,3,2,36
P36_17,36,17,4,36
P36_18,7,7,4,36
P36_19,9,3,5,36
P36_20,21,10,4,36
P36_21,9,3,2,36
P36_22,23,14,3,36
P36_23,38,5,5,36
P36_24,5,20,5,36
P36_25,42,15,4,36
P36_26,23,10,2,36
P36_27,27,6,3,36
P36_28,50,14,4,36
P36_29,27,1,5,36
P36_30,9,6,5,36
P36_31,33,3,1,36
P36_32,43,11,1,36
P36_33,28,13,3,36
P36_34,5,6,1,36
P36_35,2,17,3,36
P36_36,22,20,2,36
P36_37,26,17,5,36
P36_38,13,1,1,36
P36_39,9,5,3,36
P36_40,20,16,5,36
P36_41,41,12,5,36
P36_42,0,6,2,36
P36_43,35,19,4,36
P36_44,32,16,3,36
P36_45,45,11,1,36
P36_46,5,5,4,36
P36_47,13,11,1,36
P36_48,28,10,2,36
P36_49,14,16,2,36
P36_50,39,10,4,36
P37_1,27,17,1,37
P37_2,50,9,3,37
P37_3,14,10,3,37
P37_4,1,12,1,37
P37_5,2,1,5,37
P37_6,8,10,5,37
P37_7,32,3,2,37
P37_8,18,5,4,37
P37_9,47,15,2,37
P37_10,15,2,5,37
P37_11,45,20,3,37
P37_12,47,10,2,37
P37_13,30,5,3,37
P37_14,38,17,5,37
P37_15,13,1,3,37
P37_16,37,8,2,37
P37_17,33,9,4,37
P37_18,3,8,2,37
P37_19,11,3,1,37
P37_20,2,2,1,37
P37_21,5,3,5,37
P37_22,39,4,2,37
P37_23,36,7,3,37
P37_24,36,11,2,37
P37_25,47,15,4,37
P37_26,38,1,5,37
P37_27,32,9,3,37
P37_28,11,15,2,37
P37_29,22,19,3,37
P37_30,11,1,2,37
P37_31,32,2,4,37
P37_32,49,17,5,37
P37_33,28,8,5,37
P37_34,44,12,5,37
P37_35,20,3,4,37
P37_36,50,15,5,37
P37_37,37,12,4,37
P37_38,47,9,5,37
P37_39,11,9,5,37
P37_40,41,2,1,37
P37_41,16,15,3,37
P37_42,7,20,2,37
P37_43,23,9,1,37
P37_44,40,4,1,37
P37_45,48,15,5,37
P37_46,50,5,3,37
P37_47,4,8,5,37
P37_48,41,12,4,37
P37_49,7,17,3,37
P37_50,32,16,2,37
P38_1,13,8,2,38
P38_2,32,5,4,38
P38_3,25,20,1,38
P38_4,20,15,3,38
P38_5,27,2,5,38
P38_6,29,9,2,38
P38_7,39,10,5,38
P38_8,9,9,3,38
P38_9,40,11,5,38
P38_10,18,8,1,38
P38_11,2,5,2,38
P38_12,2,10,4,38
P38_13,33,7,3,38
P38_14,38,16,3,38
P38_15,5,6,4,38
P38_16,25,14,2,38
P38_17,47,10,5,38
P38_18,19,12,5,38
P38_19,31,8,5,38
P38_20,28,15,3,38
P38_21,17,6,3,38
P38_22,47,17,3,38
P38_23,41,7,4,38
P38_24,1,8,1,38
P38_25,37,9,3,38
P38_26,42,8,5,38
P38_27,2,14,2,38
P38_28,9,3,1,38
P38_29,8,17,2,38
P38_30,25,14,3,38
P38_31,3,10,5,38
P38_32,25,9,3,38
P38_33,37,16,1,38
P38_34,46,19,2,38
P38_35,33,10,4,38
P38_36,48,10,4,38
P38_37,1,11,5,38
P38_38,29,7,2,38
P38_39,12,9,1,38
P38_40,15,17,1,38
P38_41,25,7,4,38
P38_42,15,7,5,38
P38_43,6,18,1,38
P38_44,37,15,5,38
P38_45,5,1,3,38
P38_46,31,1,4,38
P38_47,47,14,4,38
P38_48,8,7,2,38
P38_49,10,18,2,38
P38_50,30,11,2,38
P39_1,12,2,5,39
P39_2,50,19,2,39
P39_3,31,6,5,39
P39_4,5,9,1,39
P39_5,48,7,5,39
P39_6,47,10,2,39
P39_7,7,12,3,39
P39_8,21,8,3,39
P39_9,33,1,3,39
P39_10,12,15,4,39
P39_11,11,2,4,39
P39_12,33,12,2,39
P39_13,4,11,5,39
P39_14,26,6,3,39
P39_15,22,7,3,39
P39_16,36,10,5,39
P39_17,29,6,3,39
P39_18,14,13,3,39
P39_19,18,9,5,39
P39_20,37,18,5,39
P39_21,36,14,1,39
P39_22,17,8,3,39
P39_23,43,6,2,39
P39_24,49,11,1,39
P39_25,7,10,1,39
P39_26,29,5,2,39
P39_27,33,6,5,39
P39_28,49,1,3,39
P39_29,23,4,3,39
P39_30,20,8,4,39
P39_31,15,2,4,39
P39_32,33,18,2,39
P39_33,43,8,1,39
P39_34,34,20,1,39
P39_35,40,11,3,39
P39_36,19,10,4,39
P39_37,0,20,5,39
P39_38,43,3,3,39
P39_39,24,12,3,39
P39_40,12,4,4,39
P39_41,44,8,3,39
P39_42,39,4,5,39
P39_43,16,15,3,39
P39_44,2,1,4,39
P39_45,38,18,2,39
P39_46,19,1,2,39
P39_47,27,17,2,39
P39_48,1,18,1,39
P39_49,34,14,5,39
P39_50,38,1,3,39
P40_1,35,15,5,40
P40_2,11,11,5,40
P40_3,49,9,4,40
P40_4,11,8,2,40
P40_5,21,8,4,40
P40_6,27,14,3,40
P40_7,10,10,4,40
P40_8,23,15,1,40
P40_9,9,15,1,40
P40_10,3,9,1,40
P40_11,25,12,3,40
P40_12,3,11,5,40
P40_13,48,4,5,40
P40_14,10,12,1,40
P40_15,15,5,1,40
P40_16,38,2,2,40
P40_17,13,16,3,40
P40_18,18,18,3,40
P40_19,11,20,4,40
P40_20,36,6,1,40
P40_21,19,10,3,40
P40_22,47,11,2,40
P40_23,33,13,3,40
P40_24,36,19,5,40
P40_25,41,7,5,40
P40_26,19,17,3,40
P40_27,33,6,2,40
P40_28,47,7,1,40
P40_29,15,17,3,40
P40_30,32,5,4,40
P40_31,47,3,4,40
P40_32,37,11,4,40
P40_33,25,11,2,40
P40_34,39,5,3,40
P40_35,47,3,1,40
P40_36,38,6,4,40
P40_37,27,5,5,40
P40_38,9,15,3,40
P40_39,18,2,1,40
P40_40,30,14,1,40
P40_41,13,18,4,40
P40_42,19,6,2,40
P40_43,30,18,3,40
P40_44,13,13,5,40
P40_45,48,16,2,40
P40_46,25,4,3,40
P40_47,50,6,2,40
P40_48,23,12,4,40
P40_49,17,15,5,40
P40_50,8,8,2,40
P41_1,49,7,1,41
P41_2,18,15,3,41
P41_3,7,8,1,41
P41_4,30,6,5,41
P41_5,4,17,1,41
P41_6,35,4,3,41
P41_7,39,14,1,41
P41_8,6,9,5,41
P41_9,29,19,1,41
P41_10,32,13,2,41
P41_11,48,4,5,41
P41_12,43,14,2,41
P41_13,18,20,2,41
P41_14,6,12,1,41
P41_15,0,8,3,41
P41_16,13,19,3,41
P41_17,2,7,2,41
P41_18,16,5,3,41
P41_19,4,1,4,41
P41_20,19,9,3,41
P41_21,4,19,3,41
P41_22,27,12,5,41
P41_23,2,10,3,41
P41_24,15,10,2,41
P41_25,10,3,3,41
P41_26,20,2,1,41
P41_27,24,13,2,41
P41_28,38,4,1,41
P41_29,31,10,5,41
P41_30,32,6,4,41
P41_31,26,17,3,41
P41_32,29,14,1,41
P41_33,44,13,3,41
P41_34,0,16,2,41
P41_35,34,3,2,41
P41_36,11,17,2,41
P41_37,27,7,4,41
P41_38,8,3,5,41
P41_39,50,14,5,41
P41_40,38,12,3,41
P41_41,6,8,3,41
P41_42,41,9,5,41
P41_43,28,11,2,41
P41_44,25,14,4,41
P41_45,16,17,5,41
P41_46,23,10,5,41
P41_47,19,6,1,41
P41_48,31,6,5,41
P41_49,3,13,2,41
P41_50,15,14,2,41
P42_1,16,18,5,42
P42_2,14,16,2,42
P42_3,15,7,2,42
P42_4,48,14,2,42
P42_5,50,19,5,42
P42_6,38,19,2,42
P42_7,40,14,2,42
P42_8,23,19,5,42
P42_9,49,2,4,42
P42_10,7,3,5,42
P42_11,33,16,5,42
P42_12,36,1,3,42
P42_13,19,9,3,42
P42_14,34,7,1,42
P42_15,26,1,4,42
P42_16,50,7,4,42
P42_17,14,16,3,42
P42_18,34,9,4,42
P42_19,44,20,2,42
P42_20,31,17,5,42
P42_21,36,7,1,42
P42_22,41,15,4,42
P42_23,24,8,3,42
P42_24,50,8,1,42
P42_25,41,9,2,42
P42_26,19,12,3,42
P42_27,45,18,2,42
P42_28,9,4,2,42
P42_29,25,12,2,42
P42_30,41,2,5,42
P42_31,25,18,5,42
P42_32,24,10,4,42
P42_33,28,5,1,42
P42_34,45,17,5,42
P42_35,15,3,5,42
P42_36,17,17,2,42
P42_37,10,15,4,42
P42_38,13,16,3,42
P42_39,0,1,2,42
P42_40,49,4,3,42
P42_41,22,2,2,42
P42_42,6,1,3,42
P42_43,36,18,3,42
P42_44,28,19,5,42
P42_45,13,8,4,42
P42_46,14,10,3,42
P42_47,25,9,1,42
P42_48,2,2,1,42
P42_49,23,7,2,42
P42_50,16,16,4,42
P43_1,20,10,4,43
P43_2,6,15,4,43
P43_3,42,20,2,43
P43_4,29,14,3,43
P43_5,30,20,2,43
P43_6,33,14,2,43
P43_7,26,11,3,43
P43_8,33,19,3,43
P43_9,0,16,5,43
P43_10,30,4,5,43
P43_11,7,6,5,43
P43_12,1,9,4,43
P43_13,18,2,3,43
P43_14,8,18,5,43
P43_15,24,4,1,43
P43_16,45,10,3,43
P43_17,45,7,3,43
P43_18,17,17,3,43
P43_19,32,4,1,43
P43_20,22,8,5,43
P43_21,43,8,5,43
P43_22,29,20,2,43
P43_23,2,19,1,43
P43_24,29,8,4,43
P43_25,33,14,2,43
P43_26,14,4,1,43
P43_27,20,10,4,43
P43_28,2,13,1,43
P43_29,17,10,3,43
P43_30,28,18,1,43
P43_31,7,12,5,43
P43_32,9,14,1,43
P43_33,32,17,3,43
P43_34,49,9,2,43
P43_35,1,20,3,43
P43_36,42,8,5,43
P43_37,6,1,2,43
P43_38,14,12,5,43
P43_39,43,18,5,43
P43_40,45,19,2,43
P43_41,48,14,2,43
P43_42,26,2,1,43
P43_43,37,7,3,43
P43_44,48,15,3,43
P43_45,28,5,4,43
P43_46,38,16,2,43
